#,Token,,Price,Change (%),Volume (24H),Circulating Market Cap,Onchain Market Cap,Holders,Id
454,IRISnet(IRIS),,$0.01550.000005 ETH,-9.00%,"$3,581,639.00 ","$24,889,063.00 ","$3,255.85 ",20,0x76c4a2b59523eae19594c630aab43288dbb1463f
455,Wrapped MOC(WMOC),,$0.05960.000019 ETH,-5.04%,"$802,924.00 ","$24,773,159.00 ","$59,624.00 ",5,0xbee20b9df360b8442534ed8059f3e5baeeb74eaf
456,Moss Coin(MOC),,$0.05960.000019 ETH,-5.16%,"$784,479.00 ","$24,752,712.00 ","$29,787,500.00 ",66020.00%,0x865ec58b06bf6305b886793aa20a2da31d034e68
457,BTU Protocol(BTU),,$0.30870.000099 ETH,-2.77%,$7.00 ,"$24,694,398.00 ","$30,868,000.00 ",25230.00%,0xb683d83a532e2cb7dfa5275eed3698436371cc9f
458,Measurable Data Token(MDT),,$0.04070.000013 ETH,-6.51%,"$1,352,345.00 ","$24,681,532.00 ","$40,692,050.00 ",290040.03%,0x814e0908b12a99fecf5bc101bb5d0b8b5cdf7d26
459,GAMEE(GMEE),,$0.02050.000007 ETH,-0.90%,"$1,681,376.00 ","$24,662,743.00 ","$65,269,245.60 ","7,271-0.083%",0xd9016a907dc0ecfa3ca425ab20b6b785b42f2373
460,Melon Token(MLN),,$16.780.005387 ETH,-5.78%,"$4,973,576.00 ","$24,400,056.00 ","$44,774,510.28 ",79680.04%,0xec67005c4e498ec7f55e092bd1d35cbc47c91892
461,Propchain Token(PROPC),,$1.20120.000386 ETH,-3.21%,"$530,011.00 ","$24,344,934.00 ","$120,118,824.44 ",106430.09%,0x9ff58067Bd8D239000010c154C6983A325Df138E
462,CyberDEX(CYDX),,$0.06030.000019 ETH,-16.90%,"$317,141.00 ","$24,137,060.00 ","$120,550,000.00 ",603,0xa0084063ea01d5f09e56ef3ff6232a9e18b0bacd
463,UniLend Finance Token(UFT),,$0.24110.000077 ETH,-7.32%,"$3,660,042.00 ","$24,073,347.00 ","$24,106,000.00 ",58730.03%,0x0202Be363B8a4820f3F4DE7FaF5224fF05943AB1
464,MCDEX Token(MCB),,$6.310.002026 ETH,-3.24%,"$55,594.00 ","$23,998,907.00 ","$30,307,838.64 ",26420.00%,0x4e352cF164E64ADCBad318C3a1e222E9EBa4Ce42
465,ParaSwap(PSP),,$0.01870.000006 ETH,-5.67%,"$109,327.00 ","$23,476,661.00 ","$37,376,980.00 ",50720.02%,0xcafe001067cdef266afb7eb5a286dcfd277f3de5
466,USDK(USDK),,$0.81860.000263 ETH,-2.23%,$9.00 ,"$23,411,360.00 ","$400,047.56 ",38040.00%,0x1c48f86ae57291f7686349f12601910bd8d470bb
467,Streamr (old)(XDATA),,$0.03350.000011 ETH,-6.50%,"$152,731.00 ","$23,365,902.00 ","$3,620,119.95 ",4456080.00%,0x0cf0ee63788a0849fe5297f3407f701e122cc023
468,Entangle(NGL),,$0.16820.000054 ETH,-3.96%,"$733,650.00 ","$23,211,449.00 ","$169,035,418.26 ",46950.64%,0x12652C6d93FDB6F4f37d48A8687783C782BB0d10
469,HairDAO Token(HAIR),,$35.740.011474 ETH,-0.28%,"$1,881.00 ","$23,098,832.00 ","$54,801,500.12 ",2650.38%,0x9ce115f0341ae5dabc8b477b74e83db2018a6f42
470,CERE Network(CERE),,$0.00350.000001 ETH,-5.16%,"$555,928.00 ","$23,092,346.00 ","$34,893,700.00 ","6,551-0.031%",0x2da719db753dfa10a62e140f436e1d67f2ddb0d6
471,EURA (previously agEUR)(EURA),,$1.0750.000345 ETH,-0.16%,"$804,001.00 ","$23,033,496.00 ","$23,025,919.50 ",24960.00%,0x1a7e4e63778b4f12a199c062f3efdd288afcbce8
472,Aperios(APRS),,$0.26050.000084 ETH,-5.06%,"$16,234,606.00 ","$22,826,771.00 ","$260,487,946.43 ",7590.26%,0x95b4b8cad3567b5d7ef7399c2ae1d7070692ab0d
473,AirDAO(AMB),,$0.00750.000002 ETH,-6.64%,"$6,623,167.00 ","$22,812,338.00 ","$91,681.54 ",1670.00%,0xf4fb9bf10e489ea3edb03e094939341399587b0c
474,Truflation(TRUF),,$0.1510.000048 ETH,-3.20%,"$338,062.00 ","$22,779,205.00 ","$151,026,000.00 ",56590.00%,0x38c2a4a7330b22788374b8ff70bba513c8d848ca
475,Amber(AMB),,$0.00810.000003 ETH,2.33%,"$10,986,978.00 ","$22,764,393.00 ","$2,935,612.50 ",3760940.00%,0x4dc3643dbc642b72c158e7f3d2ff232df61cb6ce
476,Smog(SMOG),,$0.02880.000009 ETH,-8.22%,"$119,234.00 ","$22,445,308.00 ","$1,278,914.37 ",48090.00%,0x89e8e084cc60e6988527f0904b4be71656e8bfa9
477,ResearchCoin(RSC),,$0.23550.000076 ETH,-11.41%,"$147,762.00 ","$22,426,801.00 ","$235,542,321.00 ",58220.33%,0xD101dCC414F310268c37eEb4cD376CcFA507F571
478,Alpha Quark Token(AQT),,$0.83360.000268 ETH,-5.71%,"$796,281.00 ","$22,386,744.00 ","$25,007,130.00 ","7,095-0.028%",0x2a9bDCFF37aB68B95A53435ADFd8892e86084F93
479,OpulousToken(OPUL),,$0.07880.000025 ETH,-7.28%,"$1,549,154.00 ","$22,362,534.00 ","$39,413,162.80 ",46840.02%,0x80d55c03180349fff4a229102f62328220a96444
480,Proton(XPR),,$0.00080.000000 ETH,-2.57%,"$714,557.00 ","$22,247,581.00 ","$8,460,027.88 ",144160.01%,0xD7EFB00d12C2c13131FD319336Fdf952525dA2af
481,DeFiChain Token(DFI),,$0.02660.000009 ETH,-4.22%,"$471,344.00 ","$22,190,968.00 ","$707,779.71 ",39600.05%,0x8fc8f8269ebca376d046ce292dc7eac40c8d358a
482,ARC(ARC),,$0.02270.000007 ETH,-5.46%,"$185,332.00 ","$21,972,921.00 ","$22,650,320.00 ",112120.03%,0xc82e3db60a52cf7529253b4ec688f631aad9e7c2
483,TOPIA(TOPIA),,$0.0230.000007 ETH,-0.47%,"$92,621.00 ","$21,962,054.00 ","$114,795,200.00 ","6,005-0.017%",0xccccb68e1a848cbdb5b60a974e07aae143ed40c3
484,ZKLink(ZKL),,$0.16080.000052 ETH,-7.89%,"$8,801,582.00 ","$21,926,564.00 ","$160,781,404.56 ","1,374",0xfc385a1df85660a7e041423db512f779070fcede
485,PAID Network(PAID),,$0.07120.000023 ETH,-8.57%,"$30,971.00 ","$21,869,890.00 ","$42,372,429.31 ","16,831-0.030%",0x1614f18fc94f47967a3fbe5ffcd46d4e7da3d787
486,Rarible(RARI),,$1.880.000604 ETH,-3.55%,"$465,593.00 ","$21,756,466.00 ","$47,000,000.00 ","25,460-0.008%",0xfca59cd816ab1ead66534d82bc21e7515ce441cf
487,AdEx(ADX),,$0.15030.000048 ETH,-7.75%,"$3,739,291.00 ","$21,663,003.00 ","$30,201,357.23 ",42520.00%,0xADE00C28244d5CE17D72E40330B1c318cD12B7c3
488,SENTinel(SENT),,$0.00110.000000 ETH,-5.81%,"$212,985.00 ","$21,595,229.00 ","$2,274,309.13 ",21340.00%,0xa44e5137293e855b1b7bc7e2c6f8cd796ffcb037
489,Sentinel(DVPN),,$0.00110.000000 ETH,-5.81%,"$212,985.00 ","$21,595,229.00 ",$0.00 ,0,0xc81978862b6ce566400579a5f8975732d42bd410
490,Hegic(HEGIC),,$0.020.000006 ETH,-6.36%,"$92,356.00 ","$21,544,355.00 ","$60,199,806.71 ",84260.00%,0x584bC13c7D411c00c01A62e8019472dE68768430
491,Synth sUSD(sUSD),,$0.9970.000320 ETH,-0.13%,"$158,904.00 ","$21,294,334.00 ","$21,294,922.91 ",148970.00%,0x57ab1ec28d129707052df4df418d58a2d46d5f51
492,Taraxa Coin(TARA),,$0.00490.000002 ETH,-4.89%,"$346,098.00 ","$21,264,057.00 ","$49,259,938.88 ",11320.00%,0xf001937650bb4f62b57521824b2c20f5b91bea05
493,Sabai Ecoverse Token(SABAI),,$0.06050.000019 ETH,-4.98%,"$727,733.00 ","$21,147,581.00 ","$160,423,050.00 ",116414.78%,0xb5d730d442e1d5b119fb4e5c843c48a64202ef92
494,Stader(SD),,$0.51340.000165 ETH,-8.77%,"$1,831,547.00 ","$20,926,199.00 ","$77,004,170.48 ","16,763-0.024%",0x30d20208d987713f46dfd34ef128bb16c404d10f
495,SUKU(SUKU),,$0.06780.000022 ETH,-4.62%,"$323,007.00 ","$20,683,671.00 ","$101,637,000.00 ",133990.00%,0x0763fdCCF1aE541A5961815C0872A8c5Bc6DE4d7
496,TokenPocket Token(TPT),,$0.00590.000002 ETH,1.84%,"$41,418.00 ","$20,427,163.00 ","$34,767,558.21 ",7020.00%,0x4161725d019690a3e0de50f6be67b07a86a9fae1
497,E-RADIX(eXRD),,$0.02780.000009 ETH,-0.72%,"$290,230.00 ","$20,420,059.00 ","$34,047,561.18 ","14,321-0.014%",0x6468e79A80C0eaB0F9A2B574c8d5bC374Af59414
498,Poly Ontology Wing Token(pWING),,$4.53890.001457 ETH,-5.61%,"$833,058.00 ","$20,306,130.00 ","$45,389,470.55 ",503,0xDb0f18081b505A7DE20B18ac41856BCB4Ba86A1a
499,Meter Governance mapped by Meter.io(eMTRG),,$0.650.000209 ETH,-3.60%,"$92,728.00 ","$20,216,499.00 ","$1,950,058.84 ","1,807",0xBd2949F67DcdC549c6Ebe98696449Fa79D988A9F
500,MXCToken(MXC),,$0.00820.000003 ETH,-6.45%,"$2,793,545.00 ","$20,059,632.00 ","$21,908,843.74 ",308320.00%,0x5ca381bbfb58f0092df149bd3d243b08b9a8386e
501,dForce(DF),,$0.02830.000009 ETH,-4.40%,"$2,690,134.00 ","$19,842,458.00 ","$28,339,186.91 ","2,382-0.042%",0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0
502,Index(INDEX),,$2.930.000941 ETH,-3.03%,"$156,663.00 ","$19,731,277.00 ","$29,300,000.00 ",58230.03%,0x0954906da0Bf32d5479e25f46056d22f08464cab
503,League of Kingdoms Arena(LOKA),,$0.16940.000054 ETH,-7.83%,"$2,105,105.00 ","$19,571,688.00 ","$35,693,824.91 ","6,589-0.015%",0x61e90a50137e1f645c9ef4a0d3a4f01477738406
504,Archway (IBC)(ARCH),,$0.04180.000013 ETH,-2.59%,"$229,135.00 ","$19,528,117.00 ",$0.42 ,30.00%,0xa88bb3eb033f359fef934dd3b4b753847318072c
505,BarnBridge Governance Token(BOND),,$2.000.000642 ETH,-1.16%,"$2,594,260.00 ","$19,427,792.00 ","$20,000,000.00 ",161790.03%,0x0391D2021f89DC339F60Fff84546EA23E337750f
506,AVT(AVT),,$2.080.000668 ETH,-6.11%,"$103,307.00 ","$19,298,340.00 ","$22,155,912.48 ","4,418-0.023%",0x0d88ed6e74bbfd96b831231638b66c05571e824f
507,Morpheus.Network(MNW),,$0.51150.000164 ETH,-3.68%,"$380,834.00 ","$19,192,933.00 ","$24,501,103.41 ","14,447-0.035%",0xd3e4ba569045546d09cf021ecc5dfe42b1d7f6e4
508,Decentral Games(DG),,$0.02060.000007 ETH,-0.57%,$30.00 ,"$19,139,704.00 ","$19,139,706.39 ",44790.00%,0x4b520c812e8430659fc9f12f6d0c39026c83588d
509,Onbuff Token(ONIT),,$0.02480.000008 ETH,-3.41%,"$6,102,825.00 ","$19,093,970.00 ","$19,585,158.16 ",5400.00%,0x410e731c2970Dce3AdD351064AcF5cE9E33FDBf0
510,renBTC(renBTC),,"$62,458.0020.052355 ETH",-5.86%,"$21,822.00 ","$19,026,043.00 ","$18,987,232.00 ",43920.02%,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d
511,Pinakion(PNK),,$0.02620.000008 ETH,5.08%,"$360,852.00 ","$18,908,773.00 ","$20,316,927.36 ","9,008-0.022%",0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d
512,Parsiq Token(PRQ),,$0.0710.000023 ETH,-6.70%,"$300,902.00 ","$18,537,062.00 ","$22,026,066.11 ",160920.02%,0x362bc847A3a9637d3af6624EeC853618a43ed7D2
513,FOX(FOX),,$0.04870.000016 ETH,-6.86%,"$137,260.00 ","$18,366,662.00 ","$48,698,089.01 ","38,830-0.003%",0xc770eefad204b5180df6a14ee197d99d808ee52d
514,GraphLinq(GLQ),,$0.0530.000017 ETH,-7.76%,"$846,282.00 ","$18,025,218.00 ","$26,507,679.41 ","9,900-0.081%",0x9f9c8ec3534c3ce16f928381372bfbfbfb9f4d24
515,NimiqNetwork(NET),,$0.00150.000000 ETH,-4.41%,"$209,665.00 ","$18,000,268.00 ","$15,490.54 ",31120.00%,0xcfb98637bcae43C13323EAa1731cED2B716962fD
516,Rupiah Token(IDRT),,$0.00010.000000 ETH,-1.02%,"$234,601.00 ","$17,706,941.00 ","$4,646,661.72 ",104460.06%,0x998FFE1E43fAcffb941dc337dD0468d52bA5b48A
517,Volt Inu(VOLT),,$0.000.000000 ETH,-6.02%,"$9,780,902.00 ","$17,670,259.00 ","$19,533,624.00 ",89530.08%,0x7f792db54b0e580cdc755178443f0430cf799aca
518,SPX6900(SPX),,$0.0190.000006 ETH,-25.53%,"$544,118.00 ","$17,637,019.00 ","$18,976,080.00 ",47630.00%,0xE0f63A424a4439cBE457D80E4f4b51aD25b2c56C
519,Shuffle(SHFL),,$0.23270.000075 ETH,-2.62%,"$709,736.00 ","$17,533,526.00 ","$232,658,850.72 ","2,727",0x8881562783028F5c1BCB985d2283D5E170D88888
520,Aviator(AVI),,$0.00260.000001 ETH,-11.55%,"$33,091.00 ","$17,376,907.00 ","$25,695,600.00 ",27290.04%,0xd2bdaaf2b9cc6981fd273dcb7c04023bfbe0a7fe
521,USDV(USDV),,$0.98920.000318 ETH,-0.77%,"$1,957,581.00 ","$17,319,802.00 ","$4,643,093.59 ",2580.00%,0x0e573ce2736dd9637a0b21058352e1667925c7a8
522,Pepe 2.0(PEPE2.0),,$0.000.000000 ETH,-8.78%,"$3,517,375.00 ","$17,251,639.00 ","$17,251,696.00 ","11,629-0.052%",0x0305f515fa978cf87226cf8A9776D25bcfb2Cc0B
523,Fei USD(FEI),,$1.0140.000326 ETH,2.73%,"$2,347.00 ","$16,664,561.00 ","$16,926,572.21 ",36380.00%,0x956F47F50A910163D8BF957Cf5846D573E7f87CA
524,3SPACE ART(PACE),,$0.250.000080 ETH,-1.18%,"$197,472.00 ","$16,507,518.00 ","$25,002,100.00 ",35130.03%,0x8bc2bcb1b1896291942c36f3cca3c1afa0aaa7fd
525,BlocksquareToken(BST),,$0.31390.000101 ETH,-4.07%,"$367,728.00 ","$16,237,605.00 ","$16,224,553.16 ",41650.07%,0x509A38b7a1cC0dcd83Aa9d06214663D9eC7c7F4a
526,AirSwap(AST),,$0.07910.000025 ETH,-9.49%,"$928,431.00 ","$16,175,725.00 ","$39,559,500.00 ","13,344-0.022%",0x27054b13b1b798b345b591a4d22e6562d47ea75a
527,Huobi BTC(HBTC),,"$16,674.215.353312 ETH",--,$11.00 ,"$16,165,433.00 ","$16,157,309.49 ",26870.00%,0x0316EB71485b0Ab14103307bf65a021042c6d380
528,Cryptex(CTX),,$2.4030.000772 ETH,-2.28%,"$94,528.00 ","$15,975,193.00 ","$24,030,358.59 ",24750.08%,0x321c2fe4446c7c963dc41dd58879af648838f98d
529,VLX(VLX),,$0.0060.000002 ETH,-14.56%,"$880,670.00 ","$15,887,361.00 ","$816,638.05 ","3,602-0.056%",0x8c543aed163909142695f2d2acd0d55791a9edb9
530,QRL(QRL),,$0.20250.000065 ETH,-4.69%,"$1,270,062.00 ","$15,845,559.00 ","$13,161,720.00 ",25110.00%,0x697beac28b09e122c4332d163985e8a73121b97f
531,Frax Price Index Share(FPIS),,$0.56040.000180 ETH,-4.99%,$363.00 ,"$15,805,013.00 ","$55,780,046.77 ","2,178-0.046%",0xc2544a32872a91f4a553b404c6950e89de901fdb
532,BZZ(BZZ),,$0.29890.000096 ETH,-7.25%,"$1,276,964.00 ","$15,722,699.00 ","$18,875,800.69 ",241060.01%,0x19062190b1925b5b6689d7073fdfc8c2976ef8cb
533,VIDT DAO(VIDT),,$0.01880.000006 ETH,-5.69%,"$518,572.00 ","$15,679,175.00 ","$18,820,050.00 ",29250.00%,0x3be7bf1a5f23bd8336787d0289b70602f1940875
534,Silo Governance Token(Silo),,$0.04690.000015 ETH,-13.35%,"$100,702.00 ","$15,452,561.00 ","$46,899,970.00 ",30310.00%,0x6f80310ca7f2c654691d1383149fa1a57d8ab1f8
535,DexCheck(DCK),,$0.03550.000011 ETH,-0.84%,"$4,667,420.00 ","$15,290,464.00 ","$933,781.54 ",17560.00%,0x672f4fa517894496b8a958b4b3fca068ce513a39
536,Kryll(KRL),,$0.41690.000134 ETH,-1.75%,"$76,987.00 ","$15,289,102.00 ","$20,602,784.22 ",133520.37%,0x464ebe77c293e473b48cfe96ddcf88fcf7bfdac0
537,BreederDAO(BREED),,$0.02550.000008 ETH,-5.08%,"$374,835.00 ","$15,088,991.00 ","$25,548,470.00 ",25740.04%,0x94E9EB8b5Ab9fd6B9ea3169D55FFAde62a01702e
538,Inverse DAO(INV),,$26.790.008601 ETH,-4.72%,"$158,965.00 ","$15,054,317.00 ","$16,475,850.00 ",38830.03%,0x41d5d79431a913c4ae7d69a668ecdfe5ff9dfb68
539,Pluton(PLU),,$2.460.000790 ETH,-16.03%,"$1,171,620.00 ","$14,958,819.00 ","$49,200,000.00 ","18,342-1.499%",0xD8912C10681D8B21Fd3742244f44658dBA12264E
540,ICHI(ICHI),,$1.720.000552 ETH,-5.40%,"$710,216.00 ","$14,899,169.00 ","$14,120,661.64 ",5690.35%,0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6
541,RTB(RTB),,$0.02710.000009 ETH,-18.15%,"$2,979.00 ","$14,863,582.00 ","$27,099,230.00 ",161,0x055999B83f9cADE9E3988A0f34Ef72817566800D
542,dForce USD(USX),,$1.0120.000325 ETH,-3.68%,"$18,405.00 ","$14,831,365.00 ","$125,443,980.02 ",970.00%,0x0a5e677a6a24b2f1a2bf4f3bffc443231d2fdec8
543,Shido(SHIDO),,$0.00080.000000 ETH,-5.91%,"$640,296.00 ","$14,766,570.00 ","$15,083,044.60 ","13,674-0.007%",0xe2512a2f19f0388ad3d7a5263eaa82acd564827b
544,Super Trump(STRUMP),,$0.00630.000002 ETH,-13.82%,"$1,003,168.00 ","$14,678,552.00 ","$16,313,518.00 ","13,911-0.108%",0x7039cd6D7966672F194E8139074C3D5c4e6DCf65
545,UniCrypt(UNCX),,$402.090.129092 ETH,-1.72%,"$34,413.00 ","$14,526,578.00 ","$19,159,588.50 ",17830.06%,0xaDB2437e6F65682B85F814fBc12FeC0508A7B1D0
546,Wrapped Evmos(WEVMOS),,$0.02850.000009 ETH,-5.91%,"$768,980.00 ","$14,521,664.00 ",$100.44 ,6650.00%,0x93581991f68dbae1ea105233b67f7fa0d6bdee7b
547,Stake DAO Token(SDT),,$0.25330.000081 ETH,-4.11%,"$13,543.00 ","$14,496,624.00 ","$16,317,919.95 ",42310.17%,0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f
548,MAZZE(MAZZE),,$0.00550.000002 ETH,-15.95%,"$578,195.00 ","$14,324,420.00 ","$27,156,927.00 ",48100.35%,0x4A029F7bCf33AcB03547D8fA7be840347973e24e
549,Zypto Token(ZYPTO),,$0.0160.000005 ETH,-7.29%,"$180,005.00 ","$14,323,812.00 ","$15,970,000.00 ",47910.04%,0x7a65cb87f596caf31a4932f074c59c0592be77d7
550,ALTAVA(TAVA),,$0.02810.000009 ETH,-4.02%,"$1,542,934.00 ","$14,310,412.00 ","$28,125,146.52 ","5,269",0xdebe620609674F21B1089042527F420372eA98A5
551,Vite(VITE),,$0.01290.000004 ETH,-6.40%,"$656,438.00 ","$14,150,469.00 ","$868,509.52 ",23230.00%,0xadd5e881984783dd432f80381fb52f45b53f3e70
552,DeRace Token(DERC),,$0.11690.000038 ETH,-0.86%,"$76,970.00 ","$14,024,682.00 ","$14,024,681.90 ","9,905-0.020%",0x9fa69536d1cda4a04cfb50688294de75b505a9ae
553,Sipher Token(SIPHER),,$0.14560.000047 ETH,-6.28%,"$7,902.00 ","$13,981,994.00 ","$18,100,679.44 ",76890.01%,0x9F52c8ecbEe10e00D9faaAc5Ee9Ba0fF6550F511
554,KardiaChain Token(KAI),,$0.00290.000001 ETH,-3.75%,"$1,096,228.00 ","$13,888,255.00 ","$908,634.17 ",39120.00%,0xD9Ec3ff1f8be459Bb9369b4E79e9Ebcf7141C093
555,QASH(QASH),,$0.01680.000005 ETH,-13.52%,"$4,337.00 ","$13,641,365.00 ","$16,770,870.00 ",127860.00%,0x618e75ac90b12c6049ba3b27f5d5f8651b0037f6
556,XDEFI(XDEFI),,$0.10020.000032 ETH,-2.83%,"$352,398.00 ","$13,406,317.00 ","$24,052,560.00 ",58170.09%,0x72b886d09c117654ab7da13a14d603001de0b777
557,Ambire Wallet(WALLET),,$0.0220.000007 ETH,-2.96%,"$770,342.00 ","$13,373,766.00 ","$14,182,218.57 ",85960.01%,0x88800092ff476844f74dc2fc427974bbee2794ae
558,Carbify(CBY),,$1.350.000433 ETH,0.63%,"$231,419.00 ","$13,315,780.00 ","$53,989,875.00 ",6320.00%,0xB9D27Bc093ed0A3B7c18366266704CfE5E7Af77B
559,Compound Uniswap(cUNI),,$0.14330.000046 ETH,-4.15%,$43.00 ,"$13,253,070.00 ","$13,311,257.12 ",25840.00%,0x35A18000230DA775CAc24873d00Ff85BccdeD550
560,GMO JPY(GYEN),,$0.00630.000002 ETH,1.91%,"$5,026.00 ","$13,221,288.00 ","$9,381,383.98 ",96610.00%,0xC08512927D12348F6620a698105e1BAac6EcD911
561,Thales DAO Token(THALES),,$0.23410.000075 ETH,-5.87%,"$24,119.00 ","$13,114,035.00 ","$23,411,500.00 ",15430.00%,0x8947da500eb47f82df21143d0c01a29862a8c3c5
562,Qtcon(QTCON),,$0.00140.000000 ETH,-5.18%,"$90,586.00 ","$12,987,124.00 ","$82,351,200.00 ",107620.00%,0x1bf7fd22709733ccd7c45ab27dd02c7ec8e50078
563,Hxro(HXRO),,$0.02080.000007 ETH,-10.60%,"$3,773.00 ","$12,935,724.00 ","$20,819,080.00 ",67720.00%,0x4bd70556ae3f8a6ec6c4080a0c327b24325438f3
564,SushiBar(xSUSHI),,$0.91560.000294 ETH,-8.04%,"$1,310.00 ","$12,932,305.00 ","$13,007,176.63 ",151280.01%,0x8798249c2E607446EfB7Ad49eC89dD1865Ff4272
565,Ooki Token(OOKI),,$0.00150.000000 ETH,-7.98%,"$872,974.00 ","$12,829,141.00 ","$13,321,405.29 ",37800.03%,0x0de05f6447ab4d22c8827449ee4ba2d5c288379b
566,Octopus Network Token(OCT),,$0.16050.000052 ETH,-1.27%,"$60,863.00 ","$12,633,723.00 ","$16,051,200.00 ",18620.00%,0xf5cfbc74057c610c8ef151a439252680ac68c6dc
567,Wise Token(WISE),,$0.2030.000065 ETH,-2.58%,"$85,498.00 ","$12,520,895.00 ","$101,243,652.10 ","6,569-0.015%",0x66a0f676479Cee1d7373f3DC2e2952778BfF5bd6
568,HARD Protocol(HARD),,$0.09230.000030 ETH,-5.18%,"$2,242,671.00 ","$12,438,448.00 ",$0.00 ,0,0x1c700f95df53fc31e83d89ac89e5dd778d4cd310
569,Hello(HELLO),,$0.02340.000008 ETH,-3.80%,"$1,161,432.00 ","$12,418,057.00 ","$23,361,200.00 ","4,649-0.086%",0x411099c0b413f4feddb10edf6a8be63bd321311c
570,Ethix(ETHIX),,$0.17520.000056 ETH,-4.24%,$305.00 ,"$12,354,268.00 ","$17,524,500.00 ",5040.00%,0xfd09911130e6930bf87f2b0554c44f400bd80d3e
571,Lumerin(LMR),,$0.02030.000007 ETH,-9.33%,"$100,814.00 ","$12,325,908.00 ","$20,319,161.86 ","3,530-0.057%",0x4b1d0b9f081468d780ca1d5d79132b64301085d1
572,XEN Crypto(XEN),,$0.000.000000 ETH,-4.55%,"$1,278,394.00 ","$12,252,206.00 ","$12,285,984.00 ",1768710.01%,0x06450dEe7FD2Fb8E39061434BAbCFC05599a6Fb8
573,ANGLE(ANGLE),,$0.06060.000019 ETH,-4.39%,"$25,455.00 ","$12,215,400.00 ","$60,629,000.00 ",34460.00%,0x31429d1856ad1377a8a0079410b297e1a9e214c2
574,Three Protocol Token(THREE),,$0.12160.000039 ETH,-6.26%,"$244,653.00 ","$12,140,700.00 ","$12,157,300.00 ","2,334-0.043%",0xa059b81568FeE88791de88232e838465826cf419
575,VIB(VIB),,$0.06640.000021 ETH,-4.13%,"$2,554,359.00 ","$12,139,258.00 ","$13,282,800.00 ",108620.00%,0x2C974B2d0BA1716E644c1FC59982a89DDD2fF724
576,Bitrue Coin(BTR),,$0.03770.000012 ETH,-3.39%,"$6,561,413.00 ","$12,039,330.00 ","$30,247,451.83 ",5320.00%,0xd433138d12beB9929FF6fd583DC83663eea6Aaa5
577,Jesus Coin(JESUS),,$0.000.000000 ETH,-8.94%,"$228,538.00 ","$12,031,441.00 ","$59,773,777.78 ","16,621-0.054%",0xba386a4ca26b85fd057ab1ef86e3dc7bdeb5ce70
578,VectorspaceAI(VXV),,$0.31650.000102 ETH,-9.26%,"$32,447.00 ","$12,018,097.00 ","$15,824,950.00 ","16,290-0.006%",0x7d29a64504629172a429e64183d6673b9dacbfce
579,CosplayToken(COT),,$0.01280.000004 ETH,-2.72%,"$175,991.00 ","$11,967,624.00 ","$12,753,850.00 ",72530.01%,0x5CAc718A3AE330d361e39244BF9e67AB17514CE8
580,DeversiFi Token(DVF),,$0.49360.000158 ETH,-3.71%,"$40,585.00 ","$11,917,852.00 ","$49,355,111.36 ",11280.00%,0xdddddd4301a082e62e84e43f474f044423921918
581,Arix(ARIX),,$1.200.000385 ETH,-0.34%,"$428,472.00 ","$11,893,026.00 ","$120,000,000.00 ",280.00%,0xbb6cf73a00f480d0951ba979a7606857cdde626b
582,Moons(MOON),,$0.1480.000048 ETH,-5.45%,"$37,516.00 ","$11,889,349.00 ","$1,205,851.55 ",10.00%,0xb2490e357980ce57bf5745e181e537a64eb367b1
583,MOONs on Ethereum(MOON),,$0.1480.000048 ETH,-5.45%,"$37,516.00 ","$11,889,349.00 ","$193,499.01 ",2280.00%,0xe1ca72ff3434b131765c62cbcbc26060f7aba03d
584,QORPO Token(QORPO),,$0.17630.000057 ETH,-10.81%,"$836,159.00 ","$11,868,476.00 ","$131,710,524.39 ","4,076",0x22514ffb0d7232a56f0c24090e7b68f179faa940
585,Synth sBTC(sBTC),,"$58,367.0018.738925 ETH",-2.05%,$65.00 ,"$11,705,920.00 ","$11,673,400.00 ",15080.07%,0xfe18be6b3bd88a2d2a7f928d00292e7a9963cfc6
586,Wirex Token(WXT),,$0.0050.000002 ETH,-0.97%,"$1,403,121.00 ","$11,578,232.00 ","$46,790,439.00 ",11070.00%,0xa02120696c7b8fe16c09c749e4598819b2b0e915
587,Serum(SRM),,$0.03110.000010 ETH,-1.33%,"$1,151,685.00 ","$11,542,117.00 ",$694.00 ,2720.00%,0xe3adaa4fb7c92ab833ee08b3561d9c434aa2a3ee
588,Serum(SRM),,$0.03110.000010 ETH,-1.33%,"$1,151,685.00 ","$11,542,117.00 ","$8,115,322.68 ","17,762-0.006%",0x476c5E26a75bd202a9683ffD34359C0CC15be0fF
589,Coinweb(CWEB),,$0.00610.000002 ETH,-1.09%,"$135,459.00 ","$11,493,536.00 ","$46,332,952.56 ",73170.01%,0x505b5eda5e25a67e1c24a2bf1a527ed9eb88bf04
590,veCRV-DAO yVault(yveCRV-DAO),,$0.56030.000180 ETH,--,$18.00 ,"$11,485,151.00 ","$11,485,158.66 ",6150.00%,0xc5bddf9843308380375a611c18b50fb9341f502a
